0,AVY
1,WLK
2,XPO
3,OLED
4,ALLY
5,BGCP
6,CBOE
7,ON
8,MTCH
9,NBIX
10,JUNO
11,AA
12,PHM
13,CSX
14,IAC
15,CC
16,GDI
17,ANET
18,IPGP
19,NRG
20,SQ
21,INVH
22,BKI
23,OC
24,WDAY
25,OLN
26,CGNX
27,COHR
28,SPLK
29,ISRG
30,TRMB
31,TEAM
32,EXEL
33,HUN
34,NVDA
35,ALGN
36,ALNY
37,VST
38,ATHN
39,HLF
40,THO
41,FNF
42,SIVB
43,FMC
44,ILMN
45,DLPH
46,DHI
47,LRCX
48,MU
49,W
