0,HES
1,NBR
2,APA
3,XON
4,BHF
5,SCG
6,FL
7,P
8,EVHC
9,ICPT
10,WBA
11,UA
12,SBH
13,MAT
14,S
15,RSPP
16,UAA
17,QEP
18,GE
19,UNIT
20,OPK
21,CTL
22,RIG
23,HAL
24,INT
25,TSRO
26,KIM
27,TCO
28,MAC
29,AIV
30,AES
31,SPB
32,WRI
33,ENDP
34,MNK
35,TGT
36,SIG
37,NBL
38,RAD
39,BBBY
40,WLL
41,DKS
42,OII
43,DDR
44,DISCK
45,DISCA
46,SKT
47,WFT
48,AAP
49,RRC
