0,JUNO
1,CBOE
2,NBIX
3,FNF
4,WLK
5,HUN
6,BKI
7,OLN
8,CGNX
9,OLED
10,INVH
11,DLPH
12,LRCX
13,AA
14,XPO
15,DHI
16,CC
17,IAC
18,BGCP
19,W
20,ISRG
21,PHM
22,IPGP
23,SQ
24,NRG
25,MU
26,ALGN
27,ANET
28,GDI
