Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,34.834999,34.945,34.115002,34.525002,34.097656,11835200
2017-01-04,34.755001,35.130001,34.59,34.935001,34.502579,11005400
2017-01-05,34.794998,35.130001,34.700001,35.075001,34.640846,8493000
2017-01-06,35.105,35.27,34.91,35.134998,34.7001,6764000
2017-01-09,35.07,35.48,35.025002,35.415001,34.976639,9067700
2017-01-10,35.310001,35.880001,35.224998,35.459999,35.021076,12273600
2017-01-11,35.365002,35.869999,35.349998,35.855,35.41119,11662500
2017-01-12,35.799999,35.834999,35.415001,35.709999,35.267986,7299800
2017-01-13,36.0,36.470001,35.880001,36.384998,35.934631,11646800
2017-01-17,36.105,36.369999,35.91,36.279999,35.830929,10564100
2017-01-18,36.334999,36.384998,36.095001,36.145,35.697601,9006900
2017-01-19,36.09,36.474998,36.064999,36.305,35.855621,7235500
2017-01-20,36.535,36.805,36.369999,36.785,36.329678,12507300
2017-01-23,36.775002,36.869999,36.445,36.630001,36.176601,8468600
2017-01-24,36.599998,36.895,36.5,36.799999,36.344498,8776500
2017-01-25,36.805,36.939999,36.555,36.720001,36.265484,13300000
2017-01-26,36.560001,38.435001,36.5,37.75,37.282738,26080700
2017-01-27,37.744999,37.994999,37.305,37.974998,37.504951,11663400
2017-01-30,37.924999,37.955002,37.25,37.669998,37.203724,13170900
2017-01-31,37.525002,37.744999,37.235001,37.709999,37.243229,13462800
2017-02-01,37.645,38.095001,37.625,37.805,37.337055,9002000
2017-02-02,37.720001,37.82,37.505001,37.544998,37.080273,7693900
2017-02-03,37.650002,37.724998,37.470001,37.630001,37.164223,6925500
2017-02-06,37.595001,37.595001,37.224998,37.27,36.808678,8111500
2017-02-07,37.330002,37.599998,37.259998,37.43,36.966694,7906200
2017-02-08,37.43,37.459999,37.290001,37.345001,36.882748,7106100
2017-02-09,37.5,37.619999,37.279999,37.514999,37.050644,7164700
2017-02-10,37.494999,37.639999,37.400002,37.575001,37.109901,6342100
2017-02-13,37.599998,37.860001,37.549999,37.855,37.386433,10210900
2017-02-14,37.799999,38.115002,37.724998,38.044998,37.574081,7734300
2017-02-15,37.875,38.330002,37.845001,38.299999,37.825928,6924600
2017-02-16,38.224998,38.224998,37.84,37.994999,37.524704,8299700
2017-02-17,37.970001,38.02,37.509998,37.66,37.193848,9799900
2017-02-21,38.029999,38.029999,37.41,37.889999,37.421005,13556300
2017-02-22,37.869999,38.220001,37.82,37.939999,37.470379,13126100
2017-02-23,38.119999,38.16,37.560001,37.650002,37.183975,13258400
2017-02-24,37.720001,37.900002,37.470001,37.889999,37.421005,11557800
2017-02-27,37.759998,37.799999,37.5,37.529999,37.065456,9563600
2017-02-28,37.619999,37.619999,37.18,37.419998,36.956818,16872300
2017-03-01,37.720001,37.830002,37.52,37.59,37.124714,16486500
2017-03-02,37.52,37.549999,37.189999,37.450001,36.98645,11116100
2017-03-03,37.459999,37.5,37.18,37.220001,36.759296,11067100
2017-03-06,37.07,37.5,36.900002,37.439999,36.976566,13181100
2017-03-07,37.419998,37.639999,37.27,37.419998,36.956818,14812400
2017-03-08,37.169998,37.34,37.09,37.110001,36.650658,12934300
2017-03-09,37.18,37.450001,37.119999,37.380001,36.917313,11213300
2017-03-10,37.599998,37.610001,37.130001,37.32,36.858059,12435000
2017-03-13,37.32,37.490002,37.139999,37.299999,36.838306,10991800
2017-03-14,37.209999,37.610001,37.16,37.41,36.946941,9592100
2017-03-15,37.52,37.830002,37.41,37.75,37.282738,11142600
2017-03-16,37.700001,37.990002,37.580002,37.68,37.213604,13028300
2017-03-17,37.869999,37.959999,37.369999,37.459999,36.996323,32703100
2017-03-20,37.529999,37.75,37.41,37.48,37.016075,11041000
2017-03-21,37.490002,37.610001,37.0,37.07,36.611153,18806700
2017-03-22,37.169998,37.259998,36.810001,37.040001,36.581524,11088900
2017-03-23,37.009998,37.48,36.849998,37.220001,36.759296,11690900
2017-03-24,37.240002,37.57,37.080002,37.380001,36.917313,17814800
2017-03-27,37.189999,37.310001,36.900002,37.110001,36.650658,13473700
2017-03-28,36.950001,37.279999,36.689999,37.09,36.630905,14389600
2017-03-29,36.900002,37.310001,36.849998,37.220001,36.759296,10407800
2017-03-30,37.130001,37.549999,37.130001,37.509998,37.045704,10232300
2017-03-31,37.419998,37.689999,37.259998,37.59,37.124714,15556500
2017-04-03,37.470001,37.889999,37.380001,37.560001,37.251667,16497700
2017-04-04,37.560001,37.93,37.560001,37.790001,37.479778,13177000
2017-04-05,37.830002,37.990002,37.240002,37.34,37.03347,18128600
2017-04-06,37.279999,38.349998,37.27,38.130001,37.81699,23316500
2017-04-07,38.259998,38.27,37.919998,38.029999,37.717804,14346000
2017-04-10,37.950001,38.07,37.560001,37.669998,37.360764,12640000
2017-04-11,37.669998,37.669998,37.169998,37.23,36.924377,20042400
2017-04-12,37.450001,37.509998,37.130001,37.290001,36.983883,17486000
2017-04-13,37.369999,37.389999,36.990002,37.139999,36.83511,18033900
2017-04-17,37.299999,37.400002,37.080002,37.200001,36.894619,14475200
2017-04-18,37.18,37.790001,37.049999,37.59,37.281418,23066600
2017-04-19,37.82,37.990002,37.490002,37.529999,37.221912,15479800
2017-04-20,37.77,38.119999,37.650002,38.0,37.688053,17250100
2017-04-21,37.970001,38.25,37.93,38.16,37.846741,17106900
2017-04-24,38.59,38.630001,37.990002,38.009998,37.697968,20029900
2017-04-25,38.009998,38.549999,38.009998,38.490002,38.174034,12523800
2017-04-26,38.68,39.18,38.5,38.790001,38.471569,31464100
2017-04-27,39.549999,40.619999,39.189999,39.59,39.265003,35177200
2017-04-28,39.5,39.540001,38.990002,39.189999,38.868282,19439900
2017-05-01,39.419998,39.450001,38.990002,39.189999,38.868282,15976800
2017-05-02,39.32,39.349998,39.060001,39.34,39.017052,14481800
2017-05-03,39.43,39.450001,38.16,38.540001,38.223621,26298700
2017-05-04,38.380001,38.669998,37.91,38.290001,37.975674,17685300
2017-05-05,38.529999,39.02,38.279999,39.009998,38.689762,17640700
2017-05-08,39.330002,39.360001,38.779999,39.200001,38.878201,17214400
2017-05-09,39.189999,39.279999,38.830002,39.080002,38.75919,12511400
2017-05-10,39.02,39.099998,38.779999,39.099998,38.779022,12920700
2017-05-11,38.860001,39.32,38.849998,39.259998,38.937706,13483700
2017-05-12,39.220001,39.23,38.889999,38.98,38.660007,12481000
2017-05-15,38.889999,39.150002,38.869999,38.970001,38.650089,11902000
2017-05-16,39.09,39.09,38.689999,38.82,38.50132,17815900
2017-05-17,38.68,38.740002,37.919998,38.099998,37.787228,22168800
2017-05-18,38.450001,39.009998,38.099998,38.669998,38.352551,20337400
2017-05-19,38.330002,38.900002,38.200001,38.849998,38.531075,18739600
2017-05-22,39.02,39.560001,38.759998,39.490002,39.165821,13109600
2017-05-23,39.650002,39.869999,39.349998,39.779999,39.453438,15488500
2017-05-24,39.849998,40.400002,39.68,40.330002,39.998928,17023700
2017-05-25,40.549999,40.799999,40.23,40.34,40.008846,35101100
2017-05-26,40.209999,40.990002,40.209999,40.91,40.574165,18189500
2017-05-30,41.029999,41.639999,40.880001,41.099998,40.762604,25469500
2017-05-31,41.110001,41.709999,41.07,41.689999,41.347759,26340500
2017-06-01,41.630001,41.830002,41.459999,41.66,41.318008,17969800
2017-06-02,41.700001,42.169998,41.549999,41.990002,41.645298,17387000
2017-06-05,42.130001,42.18,41.540001,41.790001,41.446941,14300000
2017-06-06,41.830002,41.849998,41.549999,41.720001,41.377518,12869000
2017-06-07,41.790001,41.959999,41.639999,41.889999,41.54612,12862700
2017-06-08,41.810001,41.900002,40.73,40.939999,40.603916,25403300
2017-06-09,40.919998,41.060001,40.48,40.689999,40.355972,20497000
2017-06-12,40.560001,41.52,40.560001,40.970001,40.633671,15749200
2017-06-13,40.790001,41.27,40.779999,41.220001,40.881622,11430000
2017-06-14,41.41,41.41,40.860001,41.09,40.752686,12170800
2017-06-15,40.939999,41.52,40.889999,41.439999,41.099812,12179100
2017-06-16,41.169998,41.349998,40.68,41.279999,40.941128,27387600
2017-06-19,41.830002,41.919998,41.200001,41.799999,41.45686,15147400
2017-06-20,40.5,41.009998,39.919998,40.389999,40.058434,27959000
2017-06-21,40.400002,40.529999,40.009998,40.279999,39.949337,20115900
2017-06-22,40.34,40.59,39.919998,39.939999,39.612125,18584000
2017-06-23,39.93,39.970001,39.349998,39.5,39.175739,27861300
2017-06-26,39.68,39.75,39.169998,39.59,39.265003,18124300
2017-06-27,39.509998,39.599998,39.09,39.25,38.927792,25062400
2017-06-28,39.27,40.0,39.18,39.860001,39.532784,18067400
2017-06-29,39.57,39.77,38.279999,38.869999,38.550911,24803600
2017-06-30,39.130001,39.150002,38.75,38.919998,38.758045,18261600
2017-07-03,39.080002,39.25,38.32,38.360001,38.200378,11541700
2017-07-05,38.509998,38.77,38.299999,38.709999,38.54892,20074100
2017-07-06,38.509998,38.59,38.139999,38.25,38.090836,14121900
